,Year,Data Needed (see orange cell),Blood in Hand (ref. priority extraction sheet for location of sample) ,,Metal  # (highlighted yellow if missing data on this bird),Color Combo,Sex,Date,"Status (New,Previous year, It's Alive!!)",Location: Feeder/MistNet/NB,"Age (ASY,AHY,HY(Juv),Nestling)","Color crest (3blk,2drk grey,1light grey)","Color proximal lower mandible (3blk,2drk grey,1light grey)",Blood Taken,Feathers Taken,Mass (g),Tarsus (mm),Wing (mm),RFID #,Tarsus/wing  collected by,IA nestbox of origin,Notes,Other Notes,Recapture date,Recapture location,
7,2023,,,,2691-21705,SLB,,04/16/23,N,NB12,Nestling,-,-,Y,,19.0,19.8,-,01103FE4C0,"JM, AS, MH, KA, KS, OS, JM",,,,,,
8,2023,,,,2691-21906,SLO,,04/16/23,N,NB12,Nestling,-,-,Y,,18.4,19.6,-,01103FDC32,"JM, AS, MH, KA, KS, OS, JM",,,,,,
9,2023,,,,2691-21907,SLW,,04/16/23,N,NB12,Nestling,-,-,Y,,16.6,20.5,-,01103FE792,"JM, AS, MH, KA, KS, OS, JM",,,,,,
10,2023,,,,2691-21908,STO,,04/16/23,N,NB25,Nestling,-,-,Y,,18.6,20.4,-,01103FDFD3,"JM, AS, MH, KA, KS, OS, JM",,,,,,
11,2023,,,,2691-21909,STR,,04/16/23,N,NB25,Nestling,-,-,Y,,17.0,20.1,-,01103FE66F,"JM, AS, MH, KA, KS, OS, JM",,,Band combo repeat,,,
12,2023,,,,2691-21910,STY,,04/16/23,N,NB25,Nestling,-,-,Y,,16.8,20.2,-,01103FE5C5,"JM, AS, MH, KA, KS, OS, JM",,,,,,
13,2023,,,,2691-21994,STL,,04/16/23,N,NB25,Nestling,-,-,Y,,15.4,19.7,-,01103FE0E3,"JM, AS, MH, KA, KS, OS, JM",,,,,,
14,2023,,,,2691-21911,SRW,,04/17/23,N,NB53,Nestling,-,-,Y,,22.3,19.6,-,01103FD923,"IC, OS, AS",,,,,,
15,2023,,,,2691-21912,SRL,,04/17/23,N,NB53,Nestling,-,-,Y,,20.1,20.3,-,01103FE4B7,"IC, OS, AS",,,,,,
16,2023,,,,2691-21913,SRY,,04/17/23,N,NB53,Nestling,-,-,Y,,19.4,20.7,-,01103FE5DB,"IC, OS, AS",,,,,,
17,2023,,,,2691-21914,CBW,,04/17/23,N,NB53,Nestling,-,-,Y,,17.4,18.5,-,3B001857FE,"IC, OS, AS",,,repeat band combo,,,
18,2023,,,,2691-21915,COS,,04/17/23,N,NB42,Nestling,-,-,Y,,21.0,21.3,-,3B001861BC,"IC, OS, AS",,,repeat band combo,,,
19,2023,,,,2691-21916,COL,,04/17/23,N,NB42,Nestling,-,-,Y,,19.8,20.6,-,3B0018DAF4,"IC, OS, AS",,,repeat band combo,,,
20,2023,,,,2691-21917,COR,,04/17/23,N,NB42,Nestling,-,-,Y,,24.2,20.8,-,3B00194218,"IC, OS, AS",,,repeat band combo,,,
21,2023,,,,2691-21918,COO,,04/17/23,N,NB42,Nestling,-,-,Y,,18.0,19.7,-,3B00193643,"IC, OS, AS",,,repeat band combo,,,
22,2023,,,,2691-21919,COB,,04/17/23,N,NB42,Nestling,-,-,Y,,23.9,20.4,-,3B0019382F,"IC, OS, AS",,,repeat band combo,,,
23,2023,,,,2691-21920,CTY,,04/17/23,N,NB33,Nestling,-,-,Y,,18.8,19.9,-,3B00189F8E,"IC, OS, AS",,,repeat band combo,,,
24,2023,,,,2691-21921,CTR,,04/17/23,N,NB33,Nestling,-,-,Y,,21.9,19.9,-,3B0018BE0D,"IC, OS, AS",,,repeat band combo,,,
25,2023,,,,2691-21922,CTB,,04/17/23,N,NB33,Nestling,-,-,Y,,22.5,20.5,-,3B00183BDC,"IC, OS, AS",,,repeat band combo,,,
26,2023,,,,2691-21923,CTO,,04/17/23,N,NB33,Nestling,-,-,Y,,23.4,19.8,-,3B0018DE9A,"IC, OS, AS",,,repeat band combo,,,
27,2023,,,,2691-21924,WOO,,04/19/23,N,NB30,Nestling,-,-,Y,,18.7,21.1,-,3B0019240A,"MH,MS,KS",,,,,,
28,2023,,,,2691-21925,WOB,M,04/19/23,N,NB30,Nestling,-,-,Y,,24.4,20.3,-,3B001948F5,"MH,MS,KS",,,,,,
29,2023,,,,2691-21926,WOT,M,04/19/23,N,NB30,Nestling,-,-,Y,,24.4,20.3,-,3B0018C8EC,"MH,MS,KS",,,,,,
30,2023,,,,2691-21927,WON,M,04/19/23,N,NB30,Nestling,-,-,Y,,23.9,20.7,-,3B0018CE68,"MH,MS,KS",,,,,,
31,2023,,,,2691-21928,WTL,,04/19/23,N,NB36,Nestling,-,-,Y,,22.4,19.2,-,3B0018650C,"MH,MS,KS",,,,,,
32,2023,,,,2691-21929,WTB,M,04/19/23,N,NB36,Nestling,-,-,Y,,18.5,18.3,-,3B0018F204,"MH,MS,KS",,,,,,
33,2023,,,,2691-21930,WTY,F,04/19/23,N,NB36,Nestling,-,-,Y,,14.6,17.5,-,3B001856F5,"MH,MS,KS",,Bad bleeder ,,,,
34,2023,,,,2691-21932,WTR,M,04/19/23,N,NB36,Nestling,-,-,Y,,-,18.5,-,3B001822F3,"MH,MS,KS",,Mass was scratched out on data sheet,,,,
35,2023,,,,2691-21931,WTN,M,04/19/23,N,NB36,Nestling,-,-,Y,,18.2,19.5,-,3B00185A61,"MH,MS,KS",,could not fit RFID band on leg so came back april 20th and placed band,,,,
36,2023,,,,2691-21933,WNB,,04/19/23,N,NB96,Nestling,-,-,Y,,18.8,19.1,-,3B00498412,"MH,MS,KS",,Parent unbanded 85%,,,,
37,2023,,,,2691-21934,WNL,,04/19/23,N,NB96,Nestling,-,-,Y,,20.2,20.2,-,3B0018A3AD,"MH,MS,KS",,,,,,
38,2023,,,,2691-21935,WNR,,04/19/23,N,NB96,Nestling,-,-,Y,,19.9,20.0,-,3B001852BE,"MH,MS,KS",,,,,,
39,2023,,,,2691-21936,WNY,,04/19/23,N,NB96,Nestling,-,-,Y,,17.9,20.1,-,3B00190562,"MH,MS,KS",,,,,,
40,2023,,,,2691-21937,WLO,M,04/20/23,N,NB49,Nestling,-,-,Y,,19.5,20.0,-,3B0018E8FD,"AS, MH, OS",,,,,,
41,2023,,,,2691-21938,WLT,,04/20/23,N,NB49,Nestling,-,-,Y,,18.4,20.7,-,3B0019467D,"AS, MH, OS",,"Flew out of box, recaptured ",,,,
42,2023,,,,2691-21939,WLB,,04/20/23,N,NB49,Nestling,-,-,Y,,19.5,20.4,-,3B001912B3,"AS, MH, OS",,* take new blood sample if recaptured,,,,
43,2023,,,,2691-21940,WLR,M,04/20/23,N,NB49,Nestling,-,-,Y,,19.5,21.4,-,3B001860D0,"AS, MH, OS",,,,,,
44,2023,,,,2691-21941,WLY,M,04/20/23,N,NB49,Nestling,-,-,Y,,17.9,20.4,-,3B0018E943,"AS, MH, OS",,,,,,
45,2023,,,,2691-21942,WTO,,04/20/23,N,NB36,Nestling,-,-,Y,,19.3,19.6,-,3B004AA9A2,"AS, MH, OS",,,,,,
46,2023,,,,2691-21943,WSB,M,04/20/23,N,NB7,Nestling,-,-,Y,,18.4,19.8,-,3B00182D13,"AS, MH, OS",,,,,,
47,2023,,,,2691-21944,WSR,,04/20/23,N,NB7,Nestling,-,-,Y,,18.5,20.5,-,3B00188EDA,"AS, MH, OS",,One parent bands GBW CBW[CBW was likely misheard as GBW],,,,
48,2023,,,,2691-21945,WST,F,04/20/23,N,NB7,Nestling,-,-,Y,,17.1,20.0,-,3B001863CB,"AS, MH, OS",,,,,,
49,2023,,,,2691-21946,WSO,M,04/20/23,N,NB7,Nestling,-,-,Y,,17.6,21.0,-,3B0018B1C1,"AS, MH, OS",,,,,,
50,2023,,,,2691-21947,WSN,F,04/20/23,N,NB7,Nestling,-,-,Y,,17.0,19.6,-,3B00193ADD,"AS, MH, OS",,,,,,
51,2023,,,,2691-21948,WSS,F,04/20/23,N,NB7,Nestling,-,-,Y,,16.1,19.6,-,3B00182E48,"AS, MH, OS",,,,,,
52,2023,,,,2691-21949,WYB,,04/20/23,N,NB6,Nestling,-,-,Y,,18.5,18.9,-,3B00181FCB,"AS, MH, OS",,,,,,
53,2023,,,,2691-21950,WYR,,04/20/23,N,NB2,Nestling,-,-,Y,,17.3,19.8,-,3B0049D990,"AS, MH, OS",,"Parent1: YYB 99%, Parent2: unbanded 99%",,,,
54,2023,,,,2691-21951,WYO,,04/20/23,N,NB2,Nestling,-,-,Y,,16.6,20.0,-,3B0018E38E,"AS, MH, OS",,,,,,
55,2023,,,,2691-21952,WYT,,04/20/23,N,NB2,Nestling,-,-,Y,,17.2,20.8,-,3B0018C5A1,"AS, MH, OS",,,,,,
56,2023,,,,2691-21953,WYS,,04/20/23,N,NB2,Nestling,-,-,Y,,17.2,20.4,-,3B0019966B,"AS, MH, OS",,,,,,
57,2023,,,,2691-21954,WYN,,04/20/23,N,NB2,Nestling,-,-,Y,,17.3,20.4,-,3B001911BD,"AS, MH, OS",,,,,,
58,2023,,,,2691-21955,WYW,,04/20/23,N,NB2,Nestling,-,-,Y,,17.4,20.2,-,3B0018F5D9,"AS, MH, OS",,,,,,
59,2023,,,,2691-21956,WRW,,04/22/23,N,NB17,Nestling,-,-,Y,,19.4,19.4,-,3B001890FC,"MH, OS",,,,,,
,2023,,,,2691-21957,WRT,M,04/22/23,N,NB17,Nestling,-,-,Y,,19.9,20.5,-,3B001820DB,"MH, OS",,,,,,
61,2023,,,,2691-21958,WRR,,04/22/23,N,NB17,Nestling,-,-,Y,,19.5,20.2,-,3B0049A620,"MH, OS",,,,,,
62,2023,,,,2691-21959,WRL,,04/22/23,N,NB17,Nestling,-,-,Y,,17.3,19.1,-,3B00189FBA,"MH, OS",,,,,,
63,2023,,,,2691-21960,WRY,,04/22/23,N,NB17,Nestling,-,-,Y,,17.5,20.8,-,3B0018B76E,"MH, OS",,,,,,
64,2023,,,,2691-21961,WBW,F,04/22/23,N,NB34,Nestling,-,-,Y,,18.7,20.4,-,3B001860AC,"MH, OS",,,,,,
65,2023,,,,2691-21962,WBR,M,04/22/23,N,NB34,Nestling,-,-,Y,,19.8,21.3,-,3B00191997,"MH, OS",,,,,,
66,2023,,,,2691-21963,WBL,M,04/22/23,N,NB34,Nestling,-,-,Y,,21.3,20.9,-,3B0018D984,"MH, OS",,,,,,
67,2023,,,,2691-21964,WBY,F,04/22/23,N,NB34,Nestling,-,-,Y,,18.3,20.7,-,3B00186436,"MH, OS",,,,,,
68,2023,,,,2691-21965,WWW,F,04/22/23,N,NB50,Nestling,-,-,Y,,18.2,20.2,-,3B00192FD0,"MH, OS",,,,,,
69,2023,,,,2691-21966,WWB,,04/22/23,N,NB50,Nestling,-,-,Y,,18.8,20.5,-,3B00192917,"MH, OS",,,,6/24/2024,FG,
70,2023,,,,2691-21967,WWR,M,04/22/23,N,NB50,Nestling,-,-,Y,,19.1,20.6,-,3B0018C033,"MH, OS",,,,,,
71,2023,,,,2691-21968,WWL,,04/22/23,N,NB50,Nestling,-,-,Y,,20.2,20.7,-,3B00186421,"MH, OS",,,,,,
72,2023,,,,2691-21969,WWN,F,04/22/23,N,NB50,Nestling,-,-,Y,,18.8,20.8,-,3B0018BA31,"MH, OS",,,,,,
74,2023,,,,2691-21970,WGO,F,04/26/23,N,NB29,Nestling,-,-,Y,,14.7,19.6,-,3B00183021,"MH, AS, JL",,,,,,
75,2023,,,,2691-21971,WGL,F,04/26/23,N,NB29,Nestling,-,-,Y,,15.6,19.3,-,3B0018D41B,"MH, AS, JL",,,,,,
76,2023,,,,2691-21972,WGR,M,04/26/23,N,NB29,Nestling,-,-,Y,,14.8,20.0,-,3B00189A11,"MH, AS, JL",,,,,,
77,2023,,,,2691-21973,WGY,F,04/26/23,N,NB29,Nestling,-,-,Y,,16.4,18.4,-,3B0018295B,"MH, AS, JL",,,,,,
78,2023,,,,2691-21974,WGT,M,04/26/23,N,NB29,Nestling,-,-,Y,,17.3,20.0,-,3B00186DD3,"MH, AS, JL",,,,,,
79,2023,,,,2691-21975,WWO,F,04/26/23,N,NB45,Nestling,-,-,Y,,16.7,19.0,-,3B00188F2C,"MH, AS, JL",,,,,,
80,2023,,,,2691-21976,WWG,,04/26/23,N,NB45,Nestling,-,-,Y,,17.4,18.0,-,3B00181EEE,"MH, AS, JL",,,,,,
81,2023,,,,2691-21977,WWT,M,04/26/23,N,NB45,Nestling,-,-,Y,,16.6,20.3,-,3B004BD817,"MH, AS, JL",,,,,,
73,2023,,,,2691-21978,WWY,F,04/26/23,N,NB45,Nestling,-,-,Y,,17.4,19.0,-,3B00496A42,"MH, OS",,,,,,
82,2023,,,,2691-21979,GLR,,04/30/23,N,NB22,Nestling,-,-,Y,,14.2,19.0,-,3B0018C392,"MH, AS, OS, IC, JM",,,,,,
83,2023,,,,2691-21980,GLT,F,04/30/23,N,NB22,Nestling,-,-,Y,,15.0,19.8,-,3B0018BA6B,"MH, AS, OS, IC, JM",,,,,,
84,2023,,,,2691-21981,GLY,F,04/30/23,N,NB22,Nestling,-,-,Y,,14.9,19.0,-,3B0018B16B,"MH, AS, OS, IC, JM",,,,,,
85,2023,,,,2691-21982,GLO,M,04/30/23,N,NB22,Nestling,-,-,Y,,15.3,19.5,-,3B0018EB76,"MH, AS, OS, IC, JM",,,,,,
86,2023,,,,2691-21983,GLN,M,04/30/23,N,NB22,Nestling,-,-,Y,,15.2,18.8,-,3B0018DE24,"MH, AS, OS, IC, JM",,Returned on may 6th to process b/c this one was super young,,,,
87,2023,,,,2691-21984,GTN,F,04/30/23,N,NB4 ,Nestling,-,-,Y,,19.3,19.3,-,3B001831F7,"MH, AS, OS, IC, JM",,,,,,
88,2023,,,,2691-21985,GTY,M,04/30/23,N,NB4,Nestling,-,-,Y,,19.3,20.2,-,3B00193C2B,"MH, AS, OS, IC, JM",,,More measurements below for adult recapture,7/4/2023,FE,
89,2023,,,,2691-21986,GTB,M,04/30/23,N,NB4,Nestling,-,-,Y,,18.9,18.8,-,3B00191A89,"MH, AS, OS, IC, JM",,Unbanded parent ,,,,
90,2023,,,,2691-21987,GYO,F,04/30/23,N,NB58,Nestling,-,-,Y,,15.7,19.3,-,3B0018C9EC,"MH, AS, OS, IC, JM",,,,,,
91,2023,,,,2691-21988,GYL,M,04/30/23,N,NB58,Nestling,-,-,Y,,17.6,20.6,-,3B001878CD,"MH, AS, OS, IC, JM",,,,,,
92,2023,,,,2691-21989,GYW,F,04/30/23,N,NB58,Nestling,-,-,Y,,15.5,19.4,-,3B0018D862,"MH, AS, OS, IC, JM",,,repeat band combo,,,
93,2023,,,,2691-21990,GYS,M,04/30/23,N,NB58,Nestling,-,-,Y,,17.0,19.2,-,3B00185F48,"MH, AS, OS, IC, JM",,"blood vial has the wrong number on the side 21991 but the correct nuber on top, 21991 is accounted for in a different vial in the same rack",,,,
94,2023,,,,2691-21991,GYT,M,04/30/23,N,NB58,Nestling,-,-,Y,,18.2,19.6,-,3B001838A6,"MH, AS, OS, IC, JM",,,,,,
95,2023,,,,2691-21992,GYB,M,04/30/23,N,NB58,Nestling,-,-,Y,,16.2,20.3,-,3B0018E2F7,"MH, AS, OS, IC, JM",,,,,,
109,2023,,,,2691-21999,GRW,F,05/03/23,N,NB93,Nestling,-,-,Y,,16.8,20.0,-,3B00193CC4,"AS, MS, MH",,,,,,
110,2023,,,,2691-22000,GRO,M,05/03/23,N,NB93,Nestling,-,-,Y,,19.0,20.0,-,3B001817BB,"AS, MS, MH",,,,,,
111,2023,,,,3011-89201,GRY,,05/03/23,N,NB93,Nestling,-,-,Y,,17.5,20.9,-,3B00199443,"AS, MS, MH",,seen at Don Bergquist's property ~9/15/23; 29.6794251927621 -98.3322636053931,,,,
96,2023,,,,3011-89202,GRL,M,05/03/23,N,NB93,Nestling,-,-,Y,,19.1,20.6,-,3B00183EA6,"AS, MS, MH",,,,,,
97,2023,,,,3011-89203,GRT,M,05/03/23,N,NB93,Nestling,-,-,Y,,18.1,20.9,-,3B0048A6D2,"AS, MS, MH",,Unbanded parent,,,,
98,2023,,,,3011-89204,GST,F,05/03/23,N,NB56,Nestling,-,-,Y,,16.7,19.7,-,3B0018794E,"AS, MS, MH",,,,,,
99,2023,,,,3011-89205,GSY,M,05/03/23,N,NB56,Nestling,-,-,Y,,16.8,19.8,-,3B0018E58D,"AS, MS, MH",,,,,,
100,2023,,,,3011-89206,GSR,M,05/03/23,N,NB56,Nestling,-,-,Y,,16.0,18.5,-,3B001883E0,"AS, MS, MH",,,,,,
101,2023,,,,3011-89207,GSL,,05/03/23,N,NB56,Nestling,-,-,Y,,15.3,18.0,-,3B004A61FA,"AS, MS, MH",,,,,,
102,2023,,,,3011-89208,GSO,M,05/03/23,N,NB56,Nestling,-,-,Y,,16.4,19.5,-,01103F8AED,"AS, MS, MH",,,,,,
103,2023,,,,3011-89209,GSW,M,05/03/23,N,NB56,Nestling,-,-,Y,,16.7,20.1,-,01103FBBEF,"AS, MS, MH",,,,,,
104,2023,,,,2691-21993,GNW,,05/03/23,N,NB62,Nestling,-,-,Y,,17.6,19.3,-,3B00191A07,"AS, MS, MH",,,,,,
105,2023,,,,2691-21995,GNT,M,05/03/23,N,NB62,Nestling,1,1,Y,,19.6,20.0,76.5,3B001883C6,"AS, MS, MH",,"Wing, crest color, and bill color were taken 7/4/23, not as a nestling.",,"7/4/2023, 4/6/25","FO, FQ",
106,2023,,,,2691-21996,GNB,,05/03/23,N,NB62,Nestling,-,-,Y,,21.0,20.3,-,3B0018D956,"AS, MS, MH",,,,,,
107,2023,,,,2691-21997,GNY,F,05/03/23,N,NB62,Nestling,-,-,Y,,18.3,20.5,-,3B0018A249,"AS, MS, MH",,,,,,
108,2023,,,,2691-21998,GNS,M,05/03/23,N,NB62,Nestling,-,-,Y,,19.4,20.5,-,3B0018F6E6,"AS, MS, MH",,Unbanded parent,,6/30/2023,FO,
112,2023,,,,3011-89258,GBY,,05/06/23,N,NB66,Nestling,-,-,Y,,16.8,18.9,-,3B0018903E,"AS, MS, MH",,,,,,
113,2023,,,,3011-89210,GBS,,05/06/23,N,NB66,Nestling,-,-,Y,,13.9,17.5,-,3B00187EF2,"AS, MH, IC, KS",,,,,,
114,2023,,,,3011-89211,GBR,M,05/06/23,N,NB66,Nestling,-,-,Y,,17.5,20.4,-,3B00184758,"AS, MH, IC, KS",,Bendy legs?,,,,
115,2023,,,,3011-89212,GBL,,05/06/23,N,NB66,Nestling,-,-,Y,,14.7,18.5,-,3B001834FC,"AS, MH, IC, KS",,Bendy legs?,,,,
116,2023,,,,3011-89213,GBW,,05/06/23,N,NB66,Nestling,-,-,Y,,17.6,18.7,-,3B00193CB8,"AS, MH, IC, KS",,Bendy legs?,,,,
117,2023,,,,3011-89214,GBN,F,05/06/23,N,NB66,Nestling,-,-,Y,,15.6,17.3,-,3B004B3DA1,"AS, MH, IC, KS",,TARSUS LEFT MEASUREMENT ,,,,
118,2023,,,,3011-89215,GOG,M,05/06/23,N,NB81,Nestling,-,-,Y,,18.7,20.8,-,3B0018ACFF,"AS, MH, IC, KS",,,,,,
119,2023,,,,3011-89216,GOB,,05/06/23,N,NB81,Nestling,-,-,Y,,17.4,20.2,-,3B00193E49,"AS, MH, IC, KS",,* take new blood sample if recaptured,,,,
120,2023,,,,3011-89217,GOY,F,05/06/23,N,NB81,Nestling,-,-,Y,,18.3,20.7,-,3B0018F987,"AS, MH, IC, KS",,Adult info below (along with recaptures - 7/10/23),,"7/18/2023, 7/19/2023, 9/24/2023"," FD, FC,FD",
121,2023,,,,3011-89218,GOW,F,05/06/23,N,NB81,Nestling,-,-,Y,,17.9,19.0,-,3B00188600,"AS, MH, IC, KS",,,,,,
122,2023,,,,3011-89219,GON,,05/06/23,N,NB81,Nestling,-,-,Y,,18.3,21.2,-,3B00490725,"AS, MH, IC, KS",,,,,,
123,2023,,,,3011-89220,GGO,F,05/06/23,N,NB46,Nestling,-,-,Y,,16.5,20.0,-,3B00186755,"AS, MH, IC, KS",,,,,,
124,2023,,,,3011-89221,GGR,M,05/06/23,N,NB46,Nestling,-,-,Y,,18.6,21.0,-,3B00191AD5,"AS, MH, IC, KS",,,,,,
125,2023,,,,3011-89222,GGT,M,05/06/23,N,NB46,Nestling,-,-,Y,,18.4,20.5,-,3B00186EF4,"AS, MH, IC, KS",,Unbanded parent 99%,,,,
126,2023,,,,3011-89223,GGW,,05/06/23,N,NB46,Nestling,-,-,Y,,18.4,20.0,-,3B00495B59,"AS, MH, IC, KS",,,,,,
127,2023,,,,3011-89224,GGY,M,05/06/23,N,NB46,Nestling,-,-,Y,,17.8,19.2,-,3B00185928,"AS, MH, IC, KS",,,,,,
128,2023,,,,3011-89225,GGL,,05/06/23,N,NB46,Nestling,-,-,Y,,18.1,20.1,-,3B001947D6,"OS, JM, MH",,,,,,
129,2023,,,,3011-89299,GWL,M,05/10/23,N,NB20,Nestling,-,-,Y,,17.5,19.2,-,3B00488E0B,"OS, JM, MH",,,,,,
130,2023,,,,3011-89298,GWY,F,05/10/23,N,NB20,Nestling,-,-,Y,,14.7,19.1,-,3B001845BA,"OS, JM, MH",,,,,,
131,2023,,,,3011-89226,GWB,M,05/10/23,N,NB20,Nestling,-,-,Y,,16.8,19.7,-,3B0048991B,"OS, JM, MH",,,,,,
132,2023,,,,3011-89227,GWR,M,05/10/23,N,NB20,Nestling,-,-,Y,,16.2,18.9,-,3B00192C8D,"OS, JM, MH",,,,,,
133,2023,,,,3011-89228,GYR,,05/10/23,N,NB54,Nestling,-,-,Y,,16.8,20.2,-,3B001904D6,"OS, JM, MH",,,,,,
134,2023,,,,3011-89229,GYN,,05/10/23,N,NB54,Nestling,-,-,Y,,16.0,19.4,-,3B0018B384,"OS, JM, MH",,,,,,
135,2023,,,,3011-89230,GYY,,05/10/23,N,NB54,Nestling,-,-,Y,,15.8,18.5,-,3B001915B4,"OS, JM, MH",,,,,,
136,2023,,,,3011-89231,GYW,,05/10/23,N,NB54,Nestling,-,-,Y,,15.6,19.5,-,3B0019149C,"OS, JM, MH",,,repeat band combo,,,
137,2023,,,,3011-89232,GYG,,05/10/23,N,NB54,Nestling,-,-,Y,,16.6,18.4,-,3B00193B1D,"OS, JM, MH",,,,,,
138,2023,,,,3011-89233,GYO,M,05/10/23,N,NB11,Nestling,-,-,Y,,16.3,19.9,-,3B00188DDA,"OS, JM, MH",,Adult measurements below (7/10/23) Also where the recaptures will go.,repeat band combo,,,
139,2023,,,,3011-89234,WWS,M,05/17/23,N,NB75,Nestling,-,-,Y,,16.8,19.8,-,3B001855D0,"OS, JM, MH",,,repeat band combo,,,
140,2023,,,,3011-89235,WGW,,05/17/23,N,NB75,Nestling,-,-,Y,,15.2,18.7,-,3B0018AF18,"OS, JM, MH",,,,,,
141,2023,,,,3011-89236,WGG,F,05/17/23,N,NB75,Nestling,-,-,Y,,15.7,19.0,-,3B00192B0C,"OS, JM, MH",,,,,,
142,2023,,,,3011-89237,WGB,,05/17/23,N,NB75,Nestling,-,-,Y,,16.4,19.3,-,3B0019CFBD,"OS, JM, MH",,,,,,
143,2023,,,,3011-89238,WGS,,05/17/23,N,NB75,Nestling,-,-,Y,,15.9,19.8,-,3B00187C9C,"OS, JM, MH",,,,,,
144,2023,,,,3011-89239,WGN,,05/17/23,N,NB82,Nestling,-,-,Y,,17.3,20.3,-,3B0018214D,"OS, JM, MH",,BOTH PARENTS UNBANDED 99%,,,,
145,2023,,,,3011-89240,WLW,M,05/17/23,N,NB82,Nestling,-,-,Y,,19.0,20.9,-,3B00182655,"OS, JM, MH",,,,,,
146,2023,,,,3011-89241,WLG,M,05/17/23,N,NB82,Nestling,-,-,Y,,16.3,19.8,-,3B001921CA,"OS, JM, MH",,,,,,
147,2023,,,,3011-89242,WLL,M,05/17/23,N,NB82,Nestling,-,-,Y,,18.0,21.0,-,3B0018FECD,"OS, JM, MH",,,,,,
148,2023,,,,3011-89243,WLS,M,05/17/23,N,NB82,Nestling,-,-,Y,,18.9,20.4,-,3B00193E3A,"OS, JM, MH",,,,,,
149,2023,,,,3011-89244,WLN,F,05/17/23,N,NB82,Nestling,-,-,Y,,18.7,19.3,-,3B0018D90E,"OS, JM, MH",,,,,,
150,2023,,,,3011-89245,WYG,,05/17/23,N,NB84,Nestling,-,-,Y,,18.2,19.9,-,3B001916A8,"OS, JM, MH",,One nestling flew away before being processed. ,,,,
151,2023,,,,3011-89246,WYL,,05/17/23,N,NB84,Nestling,-,-,Y,,17.2,20.2,-,3B001861F6,"OS, JM, MH",, parent GBO 99% and parent unbanded 99%,,,,
152,2023,,,,3011-89247,WYY,,05/17/23,N,NB84,Nestling,-,-,Y,,18.0,19.6,-,3B0018FDAA,"OS, JM, MH",,,,,,
153,2023,,,,3011-89248,WYB,,05/17/23,N,NB84,Nestling,-,-,Y,,16.8,19.4,-,3B0018F222,"OS, JM, MH",,Repeat band combo,,,,
154,2023,,,,3011-89249,WOW,,05/17/23,N,NB84,Nestling,-,-,Y,,17.2,20.7,-,3B00184E5A,"OS, JM, MH",,,,,,
155,2023,,,,3011-89250,GTO,F,05/19/23,N,NB67,Nestling,-,-,Y,,17.4,19.0,-,3B004AE115,"JM, OS, MH, IC, AS",,,,,,
156,2023,,,,3011-89251,GTS,,05/19/23,N,NB67,Nestling,-,-,Y,,17.1,18.9,-,3B0018AA97,"JM, OS, MH, IC, AS",,,,,,
157,2023,,,,3011-89252,GTN,,05/19/23,N,NB67,Nestling,-,-,Y,,19.5,19.8,-,3B0018ADA2,"JM, OS, MH, IC, AS",,,,,,
158,2023,,,,3011-89253,GTS,F,05/19/23,N,NB67,Nestling,-,-,Y,,17.5,20.0,-,3B0018B5A1,"JM, OS, MH, IC, AS",,blood mislabeled as 3011-89523,repeat band combo,,,
159,2023,,,,3011-89254,GGR,,05/19/23,N,NB13,Nestling,-,-,Y,,17.2,19.5,-,3B00190571,"JM, OS, MH, IC, AS",,Unbanded parent 1: 99% Unbanded parent 2: 70%,repeat band combo,,,
160,2023,,,,3011-89255,WOY,F,05/19/23,N,NB13,Nestling,-,-,Y,,16.9,19.8,-,3B00198850,"JM, OS, MH, IC, AS",,,,,,
161,2023,,,,3011-89256,WOR,M,05/19/23,N,NB13,Nestling,-,-,Y,,18.5,21.2,-,3B0018B2F9,"JM, OS, MH, IC, AS",,,,,,
162,2023,,,,3011-89257,GLS,M,05/19/23,N,NB13,Nestling,-,-,Y,,18.4,19.7,-,3B00192D13,"JM, OS, MH, IC, AS",,"Blood Box was not checked, confident we bled the bird",,10/27/2024,FK,
163,2023,,,,3011-89259,GNR,,05/19/23,N,NB13,Nestling,-,-,Y,,17.8,20.5,-,3B00190C0A,"JM, OS, MH, IC, AS",,,,,,
164,2023,,,,3011-89260,GNL,,05/22/23,N,F7 (GG),ASY,2,3,Y,,18.3,20.7,75.3,3B004A054A,"JM, OS, TM, IC, AS",,,,,,
165,2023,,,,3011-89261,GON,,05/22/23,N,F6 (GY),SY,2,2,Y,,18.0,20.3,73.7,3B00184F4B,"JM, OS, TM, IC, AS",,(for 1st recapture) did not technically get band number but it seemed old,"repeat band combo; foot very swollen, RFID and gov band too tight","06/30/2023?, 7/6/23, 6/24/24","FK?, FI, FI",
166,2023,,,,3011-89262,GBB,,05/25/23,N,NB30,AHY,2,1,Y,,17.6,19.7,67.0,3B0018FCDC,"JM, IC, AS, OS, MH",,,,,,
167,2023,,,,3011-89263,GBG,,05/25/23,N,NB96,ASY,3,3,-,,-,-,-,3B00188C2C,"JM, IC, AS, OS, MH",,Flew away - very angy and loud,,,,
168,2023,,,,3011-89264,GBT,,05/25/23,N,NB42,ASY,3,3,Y,,17.7,21.5,75.0,3B0019457C,"JM, IC, AS, OS, MH",,,,,,
